11012,2019-01-30T07:00:00Z,AAPL,161.22,0
11075,2019-01-30T07:00:11Z,AMZN,1602.50,0
10374,2019-01-30T07:00:21Z,SBER,213.47,0
23606,2019-01-30T07:00:22Z,SBER,213.43,0
5564,2019-01-30T07:00:24Z,SBER,213.21,0
17090,2019-01-30T07:00:39Z,SBER,213.12,0
13579,2019-01-30T07:00:40Z,SBER,213.36,0
19998,2019-01-30T07:00:43Z,AMZN,1602.50,0
20273,2019-01-30T07:00:44Z,AAPL,159.98,0
17999,2019-01-30T07:00:45Z,AAPL,159.66,0
20625,2019-01-30T07:00:49Z,SBER,213.58,0
10718,2019-01-30T07:00:51Z,AMZN,1602.50,0
11922,2019-01-30T07:00:54Z,AAPL,158.42,0
4383,2019-01-30T07:00:57Z,AMZN,1602.50,0
1527,2019-01-30T07:00:58Z,SBER,214.10,0
14078,2019-01-30T07:01:04Z,AMZN,1602.50,0
6230,2019-01-30T07:01:06Z,AAPL,162.88,0
14499,2019-01-30T07:01:16Z,SBER,213.92,0
21504,2019-01-30T07:01:18Z,AAPL,158.80,0
765,2019-01-30T07:01:18Z,SBER,213.26,0
167,2019-01-30T07:01:19Z,AAPL,157.09,0
1414,2019-01-30T07:01:23Z,SBER,214.04,0
14740,2019-01-30T07:01:25Z,SBER,213.40,0
23520,2019-01-30T07:01:29Z,AMZN,1602.50,0
10340,2019-01-30T07:01:31Z,SBER,214.04,0
2038,2019-01-30T07:01:33Z,SBER,213.33,0
12076,2019-01-30T07:01:39Z,AAPL,156.42,0
4001,2019-01-30T07:01:41Z,AAPL,156.25,0
1180,2019-01-30T07:01:46Z,SBER,213.48,0
15381,2019-01-30T07:01:50Z,AAPL,159.38,0
13420,2019-01-30T07:01:53Z,AMZN,1602.50,0
1458,2019-01-30T07:01:53Z,AAPL,156.68,0
3041,2019-01-30T07:01:55Z,SBER,213.82,0
12232,2019-01-30T07:01:58Z,AAPL,161.01,0
22933,2019-01-30T07:01:58Z,AMZN,1602.50,0
23606,2019-01-30T07:02:01Z,SBER,0,213.98
7733,2019-01-30T07:02:03Z,SBER,213.19,0
19215,2019-01-30T07:02:05Z,SBER,213.29,0
7601,2019-01-30T07:02:05Z,AAPL,160.36,0
18528,2019-01-30T07:02:07Z,AAPL,161.39,0
9215,2019-01-30T07:02:10Z,SBER,213.65,0
4095,2019-01-30T07:02:11Z,AMZN,1602.50,0
245,2019-01-30T07:02:11Z,AAPL,158.49,0
12621,2019-01-30T07:02:18Z,AMZN,1602.50,0
2479,2019-01-30T07:02:22Z,AMZN,1602.50,0
4033,2019-01-30T07:02:25Z,SBER,213.92,0
9278,2019-01-30T07:02:29Z,SBER,213.70,0
15043,2019-01-30T07:02:33Z,AAPL,159.26,0
23212,2019-01-30T07:02:33Z,AAPL,162.42,0
24070,2019-01-30T07:02:34Z,SBER,213.31,0
1872,2019-01-30T07:02:35Z,SBER,213.60,0
21505,2019-01-30T07:02:38Z,AAPL,160.88,0
8035,2019-01-30T07:02:39Z,AAPL,161.76,0
2627,2019-01-30T07:02:40Z,AAPL,159.81,0
23163,2019-01-30T07:02:42Z,AAPL,162.67,0
23361,2019-01-30T07:02:43Z,AAPL,161.72,0
23580,2019-01-30T07:02:45Z,AMZN,1602.50,0
14744,2019-01-30T07:02:48Z,SBER,213.26,0
18574,2019-01-30T07:02:48Z,SBER,213.14,0
12653,2019-01-30T07:02:49Z,SBER,213.89,0
18223,2019-01-30T07:02:50Z,SBER,214.03,0
20962,2019-01-30T07:02:54Z,SBER,213.70,0
12293,2019-01-30T07:02:57Z,SBER,213.28,0
8097,2019-01-30T07:02:58Z,AMZN,1602.50,0
2775,2019-01-30T07:03:05Z,SBER,214.02,0
11427,2019-01-30T07:03:09Z,AAPL,160.34,0
16986,2019-01-30T07:03:10Z,AMZN,1602.50,0
11980,2019-01-30T07:03:12Z,SBER,213.32,0
5969,2019-01-30T07:03:13Z,AAPL,156.36,0
12586,2019-01-30T07:03:14Z,SBER,213.44,0
2862,2019-01-30T07:03:14Z,SBER,213.90,0
4099,2019-01-30T07:03:16Z,SBER,213.52,0
12849,2019-01-30T07:03:27Z,AAPL,161.64,0
16596,2019-01-30T07:03:33Z,SBER,213.42,0
15682,2019-01-30T07:03:35Z,AAPL,162.68,0
342,2019-01-30T07:03:36Z,SBER,213.42,0
7484,2019-01-30T07:03:39Z,SBER,214.10,0
20729,2019-01-30T07:03:42Z,AAPL,160.33,0
9826,2019-01-30T07:03:43Z,SBER,214.04,0
4089,2019-01-30T07:03:46Z,SBER,213.81,0
9925,2019-01-30T07:03:57Z,AMZN,1602.50,0
9022,2019-01-30T07:03:58Z,AMZN,1602.50,0
1891,2019-01-30T07:03:59Z,SBER,213.94,0
6182,2019-01-30T07:03:59Z,SBER,213.25,0
6176,2019-01-30T07:04:00Z,AAPL,161.62,0
24510,2019-01-30T07:04:04Z,SBER,213.23,0
24196,2019-01-30T07:04:08Z,SBER,213.59,0
10503,2019-01-30T07:04:10Z,AMZN,1602.50,0
20841,2019-01-30T07:04:10Z,SBER,213.61,0
9465,2019-01-30T07:04:11Z,AMZN,1602.50,0
23494,2019-01-30T07:04:11Z,SBER,213.16,0
17445,2019-01-30T07:04:11Z,SBER,213.16,0
728,2019-01-30T07:04:12Z,AMZN,1602.50,0
23916,2019-01-30T07:04:13Z,AAPL,162.42,0
19885,2019-01-30T07:04:22Z,AMZN,1602.50,0
14496,2019-01-30T07:04:37Z,SBER,213.70,0
1500,2019-01-30T07:04:39Z,AAPL,161.08,0
266,2019-01-30T07:04:50Z,AMZN,1602.50,0
24574,2019-01-30T07:04:53Z,AMZN,1602.50,0
15501,2019-01-30T07:04:55Z,SBER,213.37,0
19191,2019-01-30T07:05:00Z,SBER,213.57,0
20414,2019-01-30T07:05:02Z,SBER,213.56,0
18328,2019-01-30T07:05:08Z,AMZN,1601.01,0
16399,2019-01-30T07:05:14Z,SBER,213.58,0
3061,2019-01-30T07:05:19Z,SBER,213.79,0
1285,2019-01-30T07:05:20Z,SBER,213.18,0
14361,2019-01-30T07:05:22Z,SBER,213.53,0
7589,2019-01-30T07:05:23Z,SBER,213.38,0
21225,2019-01-30T07:05:26Z,SBER,213.20,0
18308,2019-01-30T07:05:26Z,AAPL,162.41,0
9819,2019-01-30T07:05:27Z,AAPL,162.18,0
5596,2019-01-30T07:05:30Z,AMZN,1601.01,0
10156,2019-01-30T07:05:30Z,AMZN,1601.01,0
8245,2019-01-30T07:05:35Z,AMZN,1601.01,0
14603,2019-01-30T07:05:38Z,AAPL,161.57,0
21572,2019-01-30T07:05:39Z,SBER,213.73,0
13064,2019-01-30T07:05:44Z,SBER,213.68,0
6412,2019-01-30T07:05:53Z,AAPL,162.41,0
17118,2019-01-30T07:05:54Z,SBER,213.52,0
16376,2019-01-30T07:05:55Z,AAPL,161.25,0
4361,2019-01-30T07:05:58Z,SBER,213.70,0
19118,2019-01-30T07:05:59Z,SBER,213.74,0
16503,2019-01-30T07:06:03Z,SBER,213.40,0
14459,2019-01-30T07:06:05Z,AAPL,162.11,0
21650,2019-01-30T07:06:07Z,SBER,213.54,0
23950,2019-01-30T07:06:09Z,SBER,213.43,0
3270,2019-01-30T07:06:13Z,AMZN,1601.01,0
16615,2019-01-30T07:06:15Z,SBER,213.40,0
21820,2019-01-30T07:06:23Z,AAPL,161.08,0
2278,2019-01-30T07:06:26Z,AMZN,1601.01,0
4633,2019-01-30T07:06:29Z,SBER,213.48,0
20408,2019-01-30T07:06:33Z,SBER,213.27,0
5838,2019-01-30T07:06:34Z,AMZN,1601.01,0
15445,2019-01-30T07:06:34Z,SBER,213.50,0
